Country,Region,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,GDP_2022,GDP_2023,GDP_2024,GDP_2025,GDP_CAGR_1Y,GDP_CAGR_3Y,GDP_CAGR_5Y,GDP_CAGR_10Y,ETF_Ticker,P_Now,P_1Y,ETF_CAGR_1Y,P_3Y,ETF_CAGR_3Y,P_5Y,ETF_CAGR_5Y,P_10Y,ETF_CAGR_10Y,YTD_Return,Current_REER,Avg_REER_10Y,REER_Upside,Crude (kg),Crude (mb/d),Conversion_Factor,Mcap_USD_Bn,differential with USA,Average Rank,Rank,Oil_Scenario_USD,Oil_Annual_Impact_USD_Bn,Oil_GDP_Impact_Pct,Oil_Data_Excluded,Has_GDP_CAGR_10Y,Has_ETF_CAGR_10Y,Has_Mcap_USD_Bn,Has_REER_Upside,Has_differential with USA,Has_Average Rank,Has_Rank,Ranked
Finland,Europe,233.234346,238.711929,253.75656,273.993448,267.04429,269.784195,294.41881,280.473575,295.276883,298.639489,316.859624,0.06101046804295862,0.041497705367708804,0.032690257388581,0.031115795433569682,EFNL,47.81999969482422,31.133752822875977,0.5359535988763866,32.906166076660156,0.13268920429557318,36.00658416748047,0.05838951581271545,22.12041664123535,0.0801439230785368,0.7327439897760146,96.41,99.40694214876035,0.03014821786063487,8623710000.0,0.1732155626079621,7.33,390.0,-0.1146666667,23.0,33.0,10.0,0.6322368035190615,0.001995321447200422,False,True,True,True,True,True,True,True,True
France,Europe,2442.731193,2469.725703,2587.955316,2782.837927,2723.094237,2645.806344,2968.405421,2796.986594,3061.094521,3161.041745,3368.924656,0.06576405114827111,0.06398042481232036,0.04951016426143351,0.032670003455508745,EWQ,44.9900016784668,34.903770446777344,0.2889725408625792,30.3884220123291,0.13973168011553483,28.45421600341797,0.0959579139721638,18.511266708374023,0.09286869817259924,0.30477463034212326,95.1,98.11628099173555,0.03074190094903435,,,,3450.0,0.1903333333,23.0,5.0,10.0,,,False,True,True,True,True,True,True,True,True
Germany,Europe,3425.446363,3535.811938,3764.022892,4057.272245,3960.331824,3938.244138,4358.147323,4204.326662,4563.523393,4684.181804,5048.059311,0.07768219130377707,0.06285984341986728,0.05090718847569442,0.03953885757202458,EWG,42.5,31.29950523376465,0.35784893986607513,23.111921310424805,0.2251359766207457,28.09192657470703,0.0863292694644695,20.544658660888672,0.07539744420919647,0.3501405854189048,100.5,99.42049586776861,-0.010857963670460422,78537000000.0,1.5774916643233037,7.33,3036.0,-0.4633333333,16.0,37.0,10.0,5.757844574780058,0.001140605571379361,False,True,True,True,True,True,True,True,True
Greece,Europe,194.587098,193.043972,200.310441,213.395651,207.328512,191.209792,218.448948,218.161723,243.016211,256.161272,280.476387,0.09492112062903879,0.08735807285099484,0.07963569564186601,0.0372375395741531,GREK,65.91000366210938,37.42521286010742,0.7611123257595334,23.940629959106445,0.401539215403381,21.764545440673828,0.24807403130442585,18.197622299194336,0.1373487873379169,0.9177841751463891,102.51,100.72462809917354,-0.01772527667283699,,,7.33,185.66,0.3103333333,28.0,6.0,10.0,,,False,True,True,True,True,True,True,True,True
Hong Kong,East Asia,309.385623,320.860318,341.2711,361.731071,363.074561,344.940926,368.95417,358.673548,380.76228,408.368665,427.310298,0.046383659235950336,0.06010285340061583,0.043757782902080766,0.03281924819589044,EWH,21.25,15.799288749694824,0.34499725504481726,18.34247589111328,0.05026846528541018,20.394859313964844,0.008248638224787719,14.010635375976562,0.0425337189085635,0.5547118905140418,95.31,97.81446280991734,0.025604217801453964,,,7.33,7410.0,-0.5163333333,12.0,15.0,10.0,,,False,True,True,True,True,True,True,True,True
India,South East Asia,2081.60356,2264.817985,2609.907996,2653.494668,2776.335902,2611.952567,3084.517059,3249.938889,3500.906098,3760.813656,3916.311913,0.04134697201812121,0.06414471627969265,0.08438224365974523,0.0652411264447208,INDA,54.04999923706055,52.63999938964844,0.026785711697583814,41.36174392700195,0.09328221569019868,37.43121337890625,0.07624799979053565,24.50483512878418,0.08231677756643752,-0.11011237640631244,91.07,99.95198347107437,0.08886250340039306,241750000000.0,4.8557827501707305,7.33,4970.0,3.498333333,41.0,2.0,10.0,17.723607038123166,0.0045255861718497305,False,True,True,True,True,True,True,True,True
Indonesia,South East Asia,860.854207,931.877374,1015.618786,1042.271504,1119.099781,1059.054852,1186.509807,1319.101163,1371.166895,1396.301858,1445.642454,0.035336625613800576,0.03100537666619463,0.06421282376999082,0.05320552509562604,EIDO,18.700000762939453,17.825883865356445,0.04903638462953319,19.981117248535156,-0.021845887169998357,20.133756637573242,-0.01466624268285488,16.537626266479492,0.012364354347297768,-0.19693440936211193,93.39,100.11776859504133,0.06719854716552823,,,7.33,940.0,3.297666667,4.0,20.0,10.0,,,False,True,True,True,True,True,True,True,True
Ireland,Europe,302.133195,305.346815,348.232336,395.959846,407.256033,435.659242,530.746584,548.772762,567.536651,608.973824,718.139858,0.1792622764685532,0.09380228944717262,0.10512758642239928,0.09043820405320657,EIRL,73.51000213623047,57.06509780883789,0.28817797495907715,42.933265686035156,0.19632956911201105,46.51081466674805,0.09586863666305012,35.7005615234375,0.07489771292350045,0.30185393202339195,103.12,100.4895867768595,-0.02617597810389477,,,7.33,298.0,-0.2393333333,35.0,18.0,10.0,,,False,True,True,True,True,True,True,True,True
Israel,Middle East,302.839329,321.082826,357.361064,375.470596,399.209169,410.909422,489.735565,525.159078,513.394225,542.285413,610.777859,0.12630331622067814,0.0516328312809311,0.08249883377005962,0.07267238688544975,EIS,110.02999877929688,75.82644653320312,0.45107681831188784,53.448875427246094,0.27210857089273244,59.65230178833008,0.1302558937691749,42.737117767333984,0.09918448036546756,0.7882196935083876,108.29,98.42867768595042,-0.10018749155112525,11504600000.0,0.23108102679468123,7.33,565.0,,37.0,,10.0,0.8434457478005865,0.001380937005774118,False,True,True,True,True,False,True,False,False
Italy,Europe,1845.615228,1886.589676,1970.025468,2100.386831,2019.828793,1905.955542,2180.65722,2105.723328,2317.550114,2382.717723,2550.110691,0.07025295794973196,0.0659068205249349,0.05995945496395727,0.03286078022400196,EWI,54.33000183105469,34.89006423950195,0.5571768930577996,24.230466842651367,0.30885834406638923,24.677597045898438,0.170974318218716,19.60962677001953,0.10727893820879819,0.7069442241133452,98.95,100.00297520661158,0.010529438793556629,54544900000.0,1.095587112842968,7.33,950.0,0.3543333333,17.0,21.0,10.0,3.998892961876833,0.0015681252488332997,False,True,True,True,True,True,True,True,True
Japan,East Asia,4534.437754,5110.357383,5038.231632,5154.292816,5245.755,5189.196607,5225.933521,4447.976207,4384.853558,4190.008188,4435.163,0.058509387332968066,-0.0009611509987874634,-0.030914953962414726,-0.002211224475455298,EWJ,80.73999786376953,64.16053771972656,0.25840587896047995,49.83127212524414,0.1745249671381206,59.87364959716797,0.06162368817213082,39.63529586791992,0.07374378458687403,0.4367654675847814,66.36,87.82834710743803,0.2444352855824144,114959000000.0,2.309062788735789,7.33,8260.0,-1.020666667,33.0,1.0,10.0,8.42807917888563,0.0019002862304915583,False,True,True,True,True,True,True,True,True
Malaysia,South East Asia,301.355201,301.256016,319.109103,358.783421,365.177745,337.456169,373.784589,407.830417,399.949327,422.227014,472.193112,0.11833941539325576,0.05005813717124408,0.06949917810129813,0.04593355415480449,EWM,27.360000610351562,23.639568328857422,0.15738156592954855,20.529966354370117,0.10046429189714168,23.58704376220703,0.03012165753877416,20.760610580444336,0.027986941962092393,0.28631466755867274,109.25,100.49239669421488,-0.08714692448258905,22122700000.0,0.44435584300807457,7.33,508.0,0.05433333333,12.0,11.0,10.0,1.621898826979472,0.0034348210208103845,False,True,True,True,True,True,True,True,True
Mexico,Latin America,1213.294495,1112.233479,1190.721497,1256.300205,1304.106182,1121.064748,1316.569446,1466.934724,1794.410382,1830.48928,1832.641333,0.0011756709113315278,0.07701618425312828,0.1032891727309333,0.04210414908499471,EWW,69.33000183105469,45.12367248535156,0.5364441325905198,44.7988395690918,0.15669311102285,36.79106140136719,0.13510432621501112,38.42086410522461,0.06080463430129068,0.7392506463227513,139.0,114.09239669421488,-0.21831080797207997,,,,611.0,5.693333333,20.0,16.0,10.0,,,False,True,True,True,True,True,True,True,True
Netherlands,Europe,775.822218,796.943976,847.934209,930.155209,929.005523,931.814411,1055.173136,1047.364114,1135.803369,1214.561899,1332.240167,0.09688947767659228,0.08349840911385953,0.07411460082714516,0.05555782862087244,EWN,57.029998779296875,42.28631591796875,0.348663215067716,34.067684173583984,0.18737230953584194,36.72787094116211,0.09199719227903147,19.100893020629883,0.11559091538104749,0.5176125396783491,105.38,100.22297520661155,-0.05145551489323821,79217900000.0,1.591168199895553,7.33,2120.0,-0.406,37.0,26.0,10.0,5.807763929618767,0.004359397106827186,False,True,True,True,True,True,True,True,True
Norway,Europe,400.668554,383.283929,415.67294,454.589241,424.245114,382.252518,521.5922,617.321938,502.197539,500.886328,530.755719,0.059633073075214815,-0.049115743049601535,0.06784659090810052,0.02851574006187696,ENOR,28.780000686645508,21.803773880004883,0.3199550153580597,21.293441772460938,0.1056431472229209,20.508852005004883,0.07011361539653027,13.394408226013184,0.079485285683222,0.676228066220931,99.91,102.55066115702479,0.025749820890783284,1138180000.0,0.022861446993130596,7.33,515.0,0.904,22.0,23.0,10.0,0.08344428152492667,0.00015721786603099545,False,True,True,True,True,True,True,True,True
Philippines,South East Asia,306.44595,318.62694,328.480757,346.841889,376.823416,361.751145,394.087375,404.353259,437.055417,461.617273,487.161382,0.055336120405529154,0.06407106904307724,0.061335248154275934,0.04744661300254327,EPHE,24.920000076293945,24.53771209716797,0.015579609770142389,24.57585334777832,0.004646196027986216,29.879173278808594,-0.03564731837502444,29.896713256835938,-0.018043025051235784,-0.006547801643560169,99.25,97.82842975206611,-0.014531258975909941,6483420000.0,0.13022576627967702,7.33,345.0,3.542,8.0,22.0,10.0,0.47532404692082114,0.0009757014091909714,False,True,True,True,True,True,True,True,True
Poland,Europe,479.728583,472.882835,528.496515,594.641273,602.592164,605.929647,689.253467,695.733607,812.958802,917.62296,1035.586033,0.12855287862457154,0.1417764139936919,0.11314770805720342,0.07998832069122552,EPOL,35.189998626708984,19.843542098999023,0.7733728409548459,13.520923614501953,0.37553284054504465,15.985395431518555,0.17095221699980034,13.804864883422852,0.0980919529626092,0.9545735854479673,128.8,106.73314049586776,-0.20674796414321367,24977100000.0,0.5016892299039891,7.33,292.0,2.287666667,11.0,8.0,10.0,1.8311656891495602,0.001768241006345786,False,True,True,True,True,True,True,True,True
Singapore,South East Asia,307.998545,320.759123,344.795119,377.976461,376.827299,351.226619,441.110794,514.25266,511.181888,572.877117,603.869517,0.05409956006324479,0.05500743470069458,0.11447706842054117,0.0696444552269242,EWS,27.510000228881836,20.94339942932129,0.31354035058736174,16.158899307250977,0.19406033822385882,16.98654556274414,0.10122764456483435,13.466936111450195,0.07404426238685691,0.39009141711161455,114.31,106.09289256198348,-0.07745200681766483,43505200000.0,0.8738440525448921,7.33,820.0,-1.431,16.0,9.0,10.0,3.1895307917888562,0.005281821158375935,False,True,True,True,True,True,True,True,True
South Africa,Africa,346.663155,323.493169,381.317139,405.092621,389.245031,337.87586,419.877626,407.430466,381.333791,401.075543,427.140516,0.06498768986270509,0.015872231258830194,0.04800347034672159,0.02109537309761067,EZA,68.80000305175781,39.26923370361328,0.7520077822508493,36.10078430175781,0.23981610491066885,35.28095245361328,0.14290368058519642,28.530242919921875,0.09201423282070875,0.7827800100756366,109.16,106.2309090909091,-0.0275728687079603,8181530000.0,0.16433394930301692,7.33,1530.0,5.301666667,28.0,19.0,10.0,0.5998189149560117,0.0014042660260213098,False,True,True,True,True,True,True,True,True
South Korea,East Asia,1539.212301,1578.815619,1710.196706,1824.25149,1751.045752,1744.455434,1942.313618,1799.363195,1844.800858,1875.388209,1872.374891,-0.0016067702599061873,0.01334654670867863,0.014253665511476665,0.019786898835056466,EWY,97.22000122070312,49.772098541259766,0.9533032375580928,52.57705307006836,0.22740096560337286,77.49852752685547,0.04638723798337052,41.1251106262207,0.08984529667183638,2.570210826353424,85.27,99.3190082644628,0.14145336839302347,137180000000.0,2.7553930823926405,7.33,4590.0,0.375,33.0,10.0,10.0,10.057184750733137,0.005371352072213373,False,True,True,True,True,True,True,True,True
Spain,Europe,1206.286899,1242.672665,1321.287662,1432.292021,1403.651283,1288.751454,1462.216337,1449.990473,1619.949082,1725.152074,1903.826379,0.10357017661968748,0.09501666925343266,0.08116414433450281,0.046689030942567156,EWP,53.90999984741211,30.2818660736084,0.7802733727297069,21.994781494140625,0.3482897292517211,23.138391494750977,0.18431500883608232,20.38435173034668,0.10214121325139125,0.8689085639713106,103.71,100.7784297520661,-0.029089263001478644,,,,1360.0,-0.008666666667,26.0,13.0,10.0,,,False,True,True,True,True,True,True,True,True
Sweden,Europe,501.602352,513.058313,535.172357,549.649344,530.894124,544.265668,631.693331,575.071238,578.990915,604.827393,668.998664,0.1060984865148129,0.05172258731842949,0.04213231291516206,0.029216093783691388,EWD,49.22999954223633,36.05447769165039,0.3654337184764478,29.999149322509766,0.1795244943533012,33.84640121459961,0.07781312204657742,20.89825439453125,0.0894617370785169,0.4027250172632404,98.7,99.79140495867769,0.010936863341383178,17740100000.0,0.3563270799019805,7.33,1410.0,-0.681,29.0,29.0,10.0,1.3005938416422287,0.0019440903422226097,False,True,True,True,True,True,True,True,True
Switzerland,Europe,705.860536,698.55167,706.894476,741.219017,736.850202,755.582263,840.083712,858.345102,928.6888,970.189555,1043.544491,0.0756088700625106,0.0672914053207947,0.06670871441787352,0.03987037764177237,EWL,59.959999084472656,45.10854721069336,0.3292380888351607,39.44221496582031,0.1498294838546137,40.45708465576172,0.08186583635286593,25.188323974609375,0.09060186166268491,0.3662043766043772,103.85,98.78016528925619,-0.051324420200127216,2586720000.0,0.05195677499698711,7.33,1790.0,-3.126666667,32.0,35.0,10.0,0.18964222873900294,0.0001817289347742845,False,True,True,True,True,True,True,True,True
Taiwan,East Asia,534.51494,543.080803,591.687158,610.690003,613.512368,676.861129,776.96544,765.623525,757.386982,801.495464,920.049532,0.14791608103224396,0.06316004401953457,0.06331594632544801,0.055808456170407306,EWT,63.529998779296875,49.48646545410156,0.28378533799753014,33.03952407836914,0.2435073446046241,36.05469512939453,0.1199623002933059,15.285849571228027,0.1531051892260724,0.9103628138144739,97.3,99.35413223140495,0.02067485453569949,45330100000.0,0.910498935443699,7.33,4670.0,-2.01,40.0,14.0,10.0,3.323321114369501,0.00361211108617737,False,True,True,True,True,True,True,True,True
Thailand,South East Asia,401.296242,413.366346,456.356813,506.754212,543.976696,500.274924,506.049777,495.691834,517.013376,529.38552,577.010139,0.08996207338651807,0.0519390082506499,0.028951588480691903,0.03698347378827327,THD,59.66999816894531,58.296142578125,0.02356683530096615,68.2286605834961,-0.04369507376858406,66.16874694824219,-0.020463501612856705,44.497432708740234,0.02977443748673636,0.22398047296631018,99.14,97.0695041322314,-0.021330034456013076,177762000000.0,3.570521833447154,7.33,568.0,-1.298333333,10.0,24.0,10.0,13.032404692082112,0.02258609305317963,True,True,True,True,True,True,True,True,True
Turkey,Europe,868.20419,870.338641,863.906208,807.317642,775.222906,730.344556,827.673171,924.751714,1153.29478,1358.250905,1597.300778,0.1759983167469341,0.1998322178510561,0.16942340431624858,0.06286102686735506,TUR,34.41999816894531,34.95729064941406,-0.015369969196332933,33.956050872802734,0.004533803565838657,22.736440658569336,0.08646983511801465,27.291324615478516,0.023478261536946432,0.20706597029872187,107.52,105.00537190082643,-0.023947613856827574,,,7.33,285.0,29.87833333,9.0,27.0,10.0,,,False,True,True,True,True,True,True,True,True
United Kingdom,Europe,2946.230556,2716.85235,2701.369987,2900.744907,2877.391603,2725.947732,3195.327417,3192.851047,3422.071589,3695.355096,4003.021956,0.08325772544376875,0.07829213612286434,0.07987649826017429,0.031126917607985805,EWU,43.97999954223633,32.59035110473633,0.3494791572173259,27.163990020751953,0.17423193119575364,24.03934669494629,0.1284089235224355,21.837289810180664,0.07252061432182422,0.43325343770411195,111.01,103.8204958677686,-0.06924937192929946,,,,3990.0,1.518,16.0,3.0,10.0,,,False,True,True,True,True,True,True,True,True
United States,North America,18295.0,18804.9,19612.1,20656.525,21539.975,21375.275,23725.65,26054.6,27811.5,29298.025,30767.075,0.05014160510819421,0.056981209498920826,0.07556063750162623,0.05335650027633587,IVV,683.1213989257812,579.670654296875,0.17846469173843071,367.34832763671875,0.22972105113037244,348.61376953125,0.1440122387685725,172.954345703125,0.14724623502033984,0.2820432522192875,107.43,102.05595041322314,-0.052657876047574,375657000000.0,7.545434459486603,7.33,73300.0,0.8863333333,42.0,7.0,10.0,27.540835777126098,0.0008951398784943352,False,True,True,True,True,True,True,True,True
